day_of_demand,sku,Daily_Demand,is_promotion
2024-10-22,SKU_22,63,1
2024-10-23,SKU_22,42,0
2024-10-24,SKU_22,61,0
2024-10-25,SKU_22,67,1
2024-10-26,SKU_22,77,1
2024-10-27,SKU_22,62,0
2024-10-28,SKU_22,42,1
2024-10-29,SKU_22,64,1
2024-10-30,SKU_22,49,0
2024-10-31,SKU_22,41,1
2024-11-01,SKU_22,69,1
2024-11-02,SKU_22,39,0
2024-11-03,SKU_22,60,1
2024-11-04,SKU_22,70,0
2024-11-05,SKU_22,37,0
2024-11-06,SKU_22,58,0
2024-11-07,SKU_22,58,0
2024-11-08,SKU_22,81,1
2024-11-09,SKU_22,63,0
2024-11-10,SKU_22,82,0
2024-11-11,SKU_22,63,1
2024-11-12,SKU_22,34,1
2024-11-13,SKU_22,43,0
2024-11-14,SKU_22,79,1
2024-11-15,SKU_22,94,0
2024-11-16,SKU_22,58,1
2024-11-17,SKU_22,70,0
2024-11-18,SKU_22,71,1
2024-11-19,SKU_22,55,0
2024-11-20,SKU_22,81,0
2024-11-21,SKU_22,76,1
2024-11-22,SKU_22,64,0
2024-11-23,SKU_22,62,1
2024-11-24,SKU_22,67,0
2024-11-25,SKU_22,74,1
2024-11-26,SKU_22,60,0
2024-11-27,SKU_22,87,1
2024-11-28,SKU_22,96,1
2024-11-29,SKU_22,74,0
2024-11-30,SKU_22,93,1
2024-12-01,SKU_22,66,0
2024-12-02,SKU_22,68,0
2024-12-03,SKU_22,110,1
2024-12-04,SKU_22,66,0
2024-12-05,SKU_22,73,0
2024-12-06,SKU_22,90,1
2024-12-07,SKU_22,73,0
2024-12-08,SKU_22,100,1
2024-12-09,SKU_22,77,1
2024-12-10,SKU_22,105,1
2024-12-11,SKU_22,83,1
2024-12-12,SKU_22,102,1
2024-12-13,SKU_22,92,1
2024-12-14,SKU_22,87,0
2024-12-15,SKU_22,89,1
2024-12-16,SKU_22,89,0
2024-12-17,SKU_22,77,0
2024-12-18,SKU_22,85,1
2024-12-19,SKU_22,119,1
2024-12-20,SKU_22,88,0
2024-12-21,SKU_22,97,0
2024-12-22,SKU_22,94,0
2024-12-23,SKU_22,97,1
2024-12-24,SKU_22,97,1
2024-12-25,SKU_22,96,1
2024-12-26,SKU_22,88,0
2024-12-27,SKU_22,119,0
2024-12-28,SKU_22,108,1
2024-12-29,SKU_22,95,0
2024-12-30,SKU_22,94,0
2024-01-01,SKU_23,98,0
2024-01-02,SKU_23,115,1
2024-01-03,SKU_23,87,0
2024-01-04,SKU_23,107,1
2024-01-05,SKU_23,102,1
2024-01-06,SKU_23,116,0
2024-01-07,SKU_23,109,0
2024-01-08,SKU_23,127,1
2024-01-09,SKU_23,85,0
2024-01-10,SKU_23,86,0
2024-01-11,SKU_23,101,0
2024-01-12,SKU_23,101,1
2024-01-13,SKU_23,96,0
2024-01-14,SKU_23,116,1
2024-01-15,SKU_23,105,0
2024-01-16,SKU_23,104,0
2024-01-17,SKU_23,122,0
2024-01-18,SKU_23,103,0
2024-01-19,SKU_23,111,0
2024-01-20,SKU_23,122,0
2024-01-21,SKU_23,122,0
2024-01-22,SKU_23,116,0
2024-01-23,SKU_23,94,0
2024-01-24,SKU_23,131,1
2024-01-25,SKU_23,127,1
2024-01-26,SKU_23,118,0
2024-01-27,SKU_23,126,1
2024-01-28,SKU_23,132,1
2024-01-29,SKU_23,119,0
2024-01-30,SKU_23,114,1
2024-01-31,SKU_23,130,0
2024-02-01,SKU_23,164,1
2024-02-02,SKU_23,142,1
2024-02-03,SKU_23,107,0
2024-02-04,SKU_23,114,0
2024-02-05,SKU_23,140,1
2024-02-06,SKU_23,126,0
2024-02-07,SKU_23,130,0
2024-02-08,SKU_23,128,1
2024-02-09,SKU_23,138,0
2024-02-10,SKU_23,125,0
2024-02-11,SKU_23,123,0
2024-02-12,SKU_23,119,0
2024-02-13,SKU_23,143,1
2024-02-14,SKU_23,140,1
2024-02-15,SKU_23,129,1
2024-02-16,SKU_23,127,1
2024-02-17,SKU_23,141,0
2024-02-18,SKU_23,155,1
2024-02-19,SKU_23,133,1
2024-02-20,SKU_23,163,1
2024-02-21,SKU_23,148,1
2024-02-22,SKU_23,147,0
2024-02-23,SKU_23,141,0
2024-02-24,SKU_23,150,1
2024-02-25,SKU_23,169,1
2024-02-26,SKU_23,129,0
2024-02-27,SKU_23,161,0
2024-02-28,SKU_23,138,1
2024-02-29,SKU_23,126,0
2024-03-01,SKU_23,138,0
2024-03-02,SKU_23,144,1
2024-03-03,SKU_23,121,0
2024-03-04,SKU_23,162,1
2024-03-05,SKU_23,156,1
2024-03-06,SKU_23,141,1
2024-03-07,SKU_23,164,1
2024-03-08,SKU_23,182,1
2024-03-09,SKU_23,164,1
2024-03-10,SKU_23,140,0
2024-03-11,SKU_23,176,0
2024-03-12,SKU_23,161,0
2024-03-13,SKU_23,141,1
2024-03-14,SKU_23,167,0
2024-03-15,SKU_23,148,0
2024-03-16,SKU_23,142,1
2024-03-17,SKU_23,136,0
2024-03-18,SKU_23,139,1
2024-03-19,SKU_23,179,1
2024-03-20,SKU_23,139,0
2024-03-21,SKU_23,161,1
2024-03-22,SKU_23,144,0
2024-03-23,SKU_23,144,1
2024-03-24,SKU_23,134,0
2024-03-25,SKU_23,120,0
2024-03-26,SKU_23,140,1
2024-03-27,SKU_23,142,0
2024-03-28,SKU_23,125,0
2024-03-29,SKU_23,166,0
2024-03-30,SKU_23,143,0
2024-03-31,SKU_23,151,0
2024-04-01,SKU_23,162,0
2024-04-02,SKU_23,147,0
2024-04-03,SKU_23,144,0
2024-04-04,SKU_23,149,0
2024-04-05,SKU_23,148,0
2024-04-06,SKU_23,173,1
2024-04-07,SKU_23,161,1
2024-04-08,SKU_23,157,0
2024-04-09,SKU_23,169,1
2024-04-10,SKU_23,149,1
2024-04-11,SKU_23,161,0
2024-04-12,SKU_23,135,0
2024-04-13,SKU_23,137,0
2024-04-14,SKU_23,165,0
2024-04-15,SKU_23,123,0
2024-04-16,SKU_23,149,1
2024-04-17,SKU_23,159,0
2024-04-18,SKU_23,139,0
2024-04-19,SKU_23,144,0
2024-04-20,SKU_23,172,0
2024-04-21,SKU_23,137,0
2024-04-22,SKU_23,153,0
2024-04-23,SKU_23,126,0
2024-04-24,SKU_23,151,0
2024-04-25,SKU_23,137,0
2024-04-26,SKU_23,146,1
2024-04-27,SKU_23,152,1
2024-04-28,SKU_23,143,0
2024-04-29,SKU_23,130,0
2024-04-30,SKU_23,120,0
2024-05-01,SKU_23,138,0
2024-05-02,SKU_23,156,1
2024-05-03,SKU_23,139,0
2024-05-04,SKU_23,157,1
2024-05-05,SKU_23,132,1
2024-05-06,SKU_23,145,0
2024-05-07,SKU_23,120,0
2024-05-08,SKU_23,126,0
2024-05-09,SKU_23,148,0
2024-05-10,SKU_23,138,0
2024-05-11,SKU_23,133,0
2024-05-12,SKU_23,141,1
2024-05-13,SKU_23,152,1
2024-05-14,SKU_23,156,0
2024-05-15,SKU_23,153,1
2024-05-16,SKU_23,128,0
2024-05-17,SKU_23,134,0
2024-05-18,SKU_23,122,0
2024-05-19,SKU_23,137,0
2024-05-20,SKU_23,127,1
2024-05-21,SKU_23,139,0
2024-05-22,SKU_23,118,0
2024-05-23,SKU_23,124,1
2024-05-24,SKU_23,144,1
2024-05-25,SKU_23,129,1
2024-05-26,SKU_23,138,0
2024-05-27,SKU_23,144,0
2024-05-28,SKU_23,123,1
2024-05-29,SKU_23,109,0
2024-05-30,SKU_23,134,1
2024-05-31,SKU_23,139,0
2024-06-01,SKU_23,132,0
2024-06-02,SKU_23,103,0
2024-06-03,SKU_23,119,0
2024-06-04,SKU_23,116,0
2024-06-05,SKU_23,128,1
2024-06-06,SKU_23,124,0
2024-06-07,SKU_23,111,0
2024-06-08,SKU_23,113,0
2024-06-09,SKU_23,113,0
2024-06-10,SKU_23,126,0
2024-06-11,SKU_23,132,1
2024-06-12,SKU_23,134,0
2024-06-13,SKU_23,120,0
2024-06-14,SKU_23,100,0
2024-06-15,SKU_23,107,0
2024-06-16,SKU_23,119,1
2024-06-17,SKU_23,108,0
2024-06-18,SKU_23,120,1
2024-06-19,SKU_23,117,0
2024-06-20,SKU_23,114,0
2024-06-21,SKU_23,117,1
2024-06-22,SKU_23,112,0
2024-06-23,SKU_23,118,0
2024-06-24,SKU_23,105,0
2024-06-25,SKU_23,89,1
2024-06-26,SKU_23,108,0
2024-06-27,SKU_23,102,0
2024-06-28,SKU_23,93,1
2024-06-29,SKU_23,99,1
2024-06-30,SKU_23,86,0
2024-07-01,SKU_23,117,1
2024-07-02,SKU_23,103,0
2024-07-03,SKU_23,103,1
2024-07-04,SKU_23,120,0
2024-07-05,SKU_23,113,0
2024-07-06,SKU_23,102,0
2024-07-07,SKU_23,91,0
2024-07-08,SKU_23,86,0
2024-07-09,SKU_23,83,0
2024-07-10,SKU_23,86,1
2024-07-11,SKU_23,86,0
2024-07-12,SKU_23,99,1
2024-07-13,SKU_23,69,1
2024-07-14,SKU_23,93,1
2024-07-15,SKU_23,99,0
2024-07-16,SKU_23,80,1
2024-07-17,SKU_23,58,0
2024-07-18,SKU_23,78,0
2024-07-19,SKU_23,91,1
2024-07-20,SKU_23,75,0
2024-07-21,SKU_23,92,1
2024-07-22,SKU_23,81,0
2024-07-23,SKU_23,63,0
2024-07-24,SKU_23,98,1
2024-07-25,SKU_23,71,0
2024-07-26,SKU_23,75,1
2024-07-27,SKU_23,69,1
2024-07-28,SKU_23,79,0
2024-07-29,SKU_23,90,0
2024-07-30,SKU_23,73,1
2024-07-31,SKU_23,67,1
2024-08-01,SKU_23,61,0
2024-08-02,SKU_23,99,1
2024-08-03,SKU_23,106,0
2024-08-04,SKU_23,59,1
2024-08-05,SKU_23,74,0
2024-08-06,SKU_23,71,0
2024-08-07,SKU_23,63,0
2024-08-08,SKU_23,57,0
2024-08-09,SKU_23,60,1
2024-08-10,SKU_23,82,0
2024-08-11,SKU_23,62,0
2024-08-12,SKU_23,62,1
2024-08-13,SKU_23,73,1
2024-08-14,SKU_23,86,0
2024-08-15,SKU_23,68,0
2024-08-16,SKU_23,72,0
2024-08-17,SKU_23,78,0
2024-08-18,SKU_23,63,0
2024-08-19,SKU_23,67,0
2024-08-20,SKU_23,80,1
2024-08-21,SKU_23,53,1
2024-08-22,SKU_23,67,1
2024-08-23,SKU_23,85,1
2024-08-24,SKU_23,50,0
2024-08-25,SKU_23,61,1
2024-08-26,SKU_23,50,0
2024-08-27,SKU_23,63,0
2024-08-28,SKU_23,51,0
2024-08-29,SKU_23,47,0
2024-08-30,SKU_23,49,0
2024-08-31,SKU_23,54,1
2024-09-01,SKU_23,83,0
2024-09-02,SKU_23,64,0
2024-09-03,SKU_23,50,0
2024-09-04,SKU_23,47,1
2024-09-05,SKU_23,55,0
2024-09-06,SKU_23,51,0
2024-09-07,SKU_23,39,0
2024-09-08,SKU_23,48,0
2024-09-09,SKU_23,49,0
2024-09-10,SKU_23,49,0
2024-09-11,SKU_23,67,1
2024-09-12,SKU_23,44,0
2024-09-13,SKU_23,37,1
2024-09-14,SKU_23,46,0
2024-09-15,SKU_23,55,1
2024-09-16,SKU_23,49,0
2024-09-17,SKU_23,46,1
2024-09-18,SKU_23,54,0
2024-09-19,SKU_23,74,1
2024-09-20,SKU_23,47,0
2024-09-21,SKU_23,63,1
2024-09-22,SKU_23,33,0
2024-09-23,SKU_23,58,1
2024-09-24,SKU_23,43,0
2024-09-25,SKU_23,50,0
2024-09-26,SKU_23,44,1
2024-09-27,SKU_23,68,0
2024-09-28,SKU_23,55,1
2024-09-29,SKU_23,56,0
2024-09-30,SKU_23,54,0
2024-10-01,SKU_23,53,1
2024-10-02,SKU_23,55,1
2024-10-03,SKU_23,56,1
2024-10-04,SKU_23,72,0
2024-10-05,SKU_23,42,1
2024-10-06,SKU_23,57,1
2024-10-07,SKU_23,71,1
2024-10-08,SKU_23,64,1
2024-10-09,SKU_23,46,0
2024-10-10,SKU_23,56,0
2024-10-11,SKU_23,40,1
2024-10-12,SKU_23,56,0
2024-10-13,SKU_23,44,1
2024-10-14,SKU_23,45,1
2024-10-15,SKU_23,36,0
2024-10-16,SKU_23,60,0
2024-10-17,SKU_23,31,0
2024-10-18,SKU_23,54,0
2024-10-19,SKU_23,40,0
2024-10-20,SKU_23,55,0
2024-10-21,SKU_23,58,1
2024-10-22,SKU_23,32,1
2024-10-23,SKU_23,51,0
2024-10-24,SKU_23,41,0
2024-10-25,SKU_23,41,0
2024-10-26,SKU_23,70,1
2024-10-27,SKU_23,65,0
2024-10-28,SKU_23,50,1
2024-10-29,SKU_23,79,1
2024-10-30,SKU_23,63,0
2024-10-31,SKU_23,64,1
2024-11-01,SKU_23,62,1
2024-11-02,SKU_23,44,0
2024-11-03,SKU_23,71,1
2024-11-04,SKU_23,83,0
2024-11-05,SKU_23,59,1
2024-11-06,SKU_23,49,0
2024-11-07,SKU_23,65,0
2024-11-08,SKU_23,49,0
2024-11-09,SKU_23,85,1
2024-11-10,SKU_23,72,0
2024-11-11,SKU_23,63,1
2024-11-12,SKU_23,72,1
2024-11-13,SKU_23,70,1
2024-11-14,SKU_23,45,0
2024-11-15,SKU_23,52,0
2024-11-16,SKU_23,63,0
2024-11-17,SKU_23,63,1
2024-11-18,SKU_23,64,0
2024-11-19,SKU_23,69,0
2024-11-20,SKU_23,63,1
2024-11-21,SKU_23,75,0
2024-11-22,SKU_23,57,0
2024-11-23,SKU_23,74,0
2024-11-24,SKU_23,75,1
2024-11-25,SKU_23,77,0
2024-11-26,SKU_23,77,0
2024-11-27,SKU_23,88,1
2024-11-28,SKU_23,91,1
2024-11-29,SKU_23,60,0
2024-11-30,SKU_23,59,0
2024-12-01,SKU_23,72,1
2024-12-02,SKU_23,59,0
2024-12-03,SKU_23,84,1
2024-12-04,SKU_23,56,1
2024-12-05,SKU_23,76,1
2024-12-06,SKU_23,76,0
2024-12-07,SKU_23,71,0
2024-12-08,SKU_23,83,0
2024-12-09,SKU_23,63,0
2024-12-10,SKU_23,88,1
2024-12-11,SKU_23,71,0
2024-12-12,SKU_23,90,1
2024-12-13,SKU_23,104,1
2024-12-14,SKU_23,59,0
2024-12-15,SKU_23,97,1
2024-12-16,SKU_23,81,1
2024-12-17,SKU_23,110,0
2024-12-18,SKU_23,74,0
2024-12-19,SKU_23,87,0
2024-12-20,SKU_23,90,0
2024-12-21,SKU_23,101,0
2024-12-22,SKU_23,101,0
2024-12-23,SKU_23,81,0
2024-12-24,SKU_23,128,1
2024-12-25,SKU_23,99,1
2024-12-26,SKU_23,104,0
2024-12-27,SKU_23,110,1
2024-12-28,SKU_23,106,1
2024-12-29,SKU_23,111,1
2024-12-30,SKU_23,88,0
2024-01-01,SKU_24,106,0
2024-01-02,SKU_24,95,0
2024-01-03,SKU_24,108,0
2024-01-04,SKU_24,102,1
2024-01-05,SKU_24,67,1
2024-01-06,SKU_24,81,0
2024-01-07,SKU_24,108,1
2024-01-08,SKU_24,98,1
2024-01-09,SKU_24,112,0
2024-01-10,SKU_24,109,1
2024-01-11,SKU_24,109,1
2024-01-12,SKU_24,113,0
2024-01-13,SKU_24,108,0
2024-01-14,SKU_24,80,0
2024-01-15,SKU_24,124,0
2024-01-16,SKU_24,101,1
2024-01-17,SKU_24,105,0
2024-01-18,SKU_24,103,0
2024-01-19,SKU_24,124,0
2024-01-20,SKU_24,135,1
2024-01-21,SKU_24,121,0
2024-01-22,SKU_24,113,0
2024-01-23,SKU_24,104,0
2024-01-24,SKU_24,141,1
2024-01-25,SKU_24,130,0
2024-01-26,SKU_24,120,1
2024-01-27,SKU_24,141,0
2024-01-28,SKU_24,127,1
2024-01-29,SKU_24,113,0
2024-01-30,SKU_24,146,1
2024-01-31,SKU_24,141,0
2024-02-01,SKU_24,117,0
2024-02-02,SKU_24,121,0
2024-02-03,SKU_24,132,0
2024-02-04,SKU_24,126,0
2024-02-05,SKU_24,124,0
2024-02-06,SKU_24,138,0
2024-02-07,SKU_24,113,0
2024-02-08,SKU_24,146,0
2024-02-09,SKU_24,130,0
2024-02-10,SKU_24,133,0
2024-02-11,SKU_24,141,0
2024-02-12,SKU_24,127,1
2024-02-13,SKU_24,130,0
2024-02-14,SKU_24,131,0
2024-02-15,SKU_24,138,0
2024-02-16,SKU_24,140,1
2024-02-17,SKU_24,130,0
2024-02-18,SKU_24,143,1
2024-02-19,SKU_24,120,0
2024-02-20,SKU_24,141,0
2024-02-21,SKU_24,131,0
2024-02-22,SKU_24,138,1
2024-02-23,SKU_24,128,1
2024-02-24,SKU_24,134,1
2024-02-25,SKU_24,138,0
2024-02-26,SKU_24,138,1
2024-02-27,SKU_24,143,0
2024-02-28,SKU_24,145,0
2024-02-29,SKU_24,139,0
2024-03-01,SKU_24,160,0
2024-03-02,SKU_24,126,1
2024-03-03,SKU_24,137,1
2024-03-04,SKU_24,146,0
2024-03-05,SKU_24,144,0
2024-03-06,SKU_24,140,0
2024-03-07,SKU_24,154,1
2024-03-08,SKU_24,155,1
2024-03-09,SKU_24,145,0
2024-03-10,SKU_24,143,0
2024-03-11,SKU_24,150,0
2024-03-12,SKU_24,149,0
2024-03-13,SKU_24,182,1
2024-03-14,SKU_24,157,1
2024-03-15,SKU_24,157,0
2024-03-16,SKU_24,149,0
2024-03-17,SKU_24,134,0
2024-03-18,SKU_24,166,1
2024-03-19,SKU_24,142,1
2024-03-20,SKU_24,140,0
2024-03-21,SKU_24,144,1
2024-03-22,SKU_24,147,1
2024-03-23,SKU_24,176,1
2024-03-24,SKU_24,155,0
2024-03-25,SKU_24,143,0
2024-03-26,SKU_24,145,0
2024-03-27,SKU_24,147,0
2024-03-28,SKU_24,147,1
2024-03-29,SKU_24,159,0
2024-03-30,SKU_24,152,0
2024-03-31,SKU_24,136,0
2024-04-01,SKU_24,162,1
2024-04-02,SKU_24,129,0
2024-04-03,SKU_24,154,1
2024-04-04,SKU_24,137,0
2024-04-05,SKU_24,134,0
2024-04-06,SKU_24,140,0
2024-04-07,SKU_24,153,0
2024-04-08,SKU_24,144,0
2024-04-09,SKU_24,152,0
2024-04-10,SKU_24,157,0
2024-04-11,SKU_24,156,1
2024-04-12,SKU_24,145,0
2024-04-13,SKU_24,142,0
2024-04-14,SKU_24,156,0
2024-04-15,SKU_24,151,1
2024-04-16,SKU_24,155,1
2024-04-17,SKU_24,146,1
2024-04-18,SKU_24,166,1
2024-04-19,SKU_24,145,0
2024-04-20,SKU_24,165,1
2024-04-21,SKU_24,132,0
2024-04-22,SKU_24,137,1
2024-04-23,SKU_24,164,0
2024-04-24,SKU_24,138,0
2024-04-25,SKU_24,170,0
2024-04-26,SKU_24,145,0
2024-04-27,SKU_24,128,0
2024-04-28,SKU_24,140,1
2024-04-29,SKU_24,145,0
2024-04-30,SKU_24,151,0
2024-05-01,SKU_24,122,0
2024-05-02,SKU_24,146,0
2024-05-03,SKU_24,160,1
2024-05-04,SKU_24,137,0
2024-05-05,SKU_24,114,0
2024-05-06,SKU_24,139,0
2024-05-07,SKU_24,133,1
2024-05-08,SKU_24,142,0
2024-05-09,SKU_24,115,0
2024-05-10,SKU_24,136,0
2024-05-11,SKU_24,156,1
2024-05-12,SKU_24,119,0
2024-05-13,SKU_24,136,0
2024-05-14,SKU_24,146,1
2024-05-15,SKU_24,124,1
2024-05-16,SKU_24,149,1
2024-05-17,SKU_24,154,0
2024-05-18,SKU_24,130,0
2024-05-19,SKU_24,130,0
2024-05-20,SKU_24,147,0
2024-05-21,SKU_24,133,1
2024-05-22,SKU_24,144,1
2024-05-23,SKU_24,121,0
2024-05-24,SKU_24,134,1
2024-05-25,SKU_24,143,1
2024-05-26,SKU_24,115,1
2024-05-27,SKU_24,142,1
2024-05-28,SKU_24,116,0
2024-05-29,SKU_24,137,0
2024-05-30,SKU_24,115,0
2024-05-31,SKU_24,128,1
2024-06-01,SKU_24,131,1
2024-06-02,SKU_24,126,1
2024-06-03,SKU_24,122,1
2024-06-04,SKU_24,128,0
2024-06-05,SKU_24,121,1
2024-06-06,SKU_24,112,0
2024-06-07,SKU_24,120,1
2024-06-08,SKU_24,149,1
2024-06-09,SKU_24,128,0
2024-06-10,SKU_24,121,0
2024-06-11,SKU_24,127,1
2024-06-12,SKU_24,120,1
2024-06-13,SKU_24,108,1
2024-06-14,SKU_24,89,0
2024-06-15,SKU_24,115,0
2024-06-16,SKU_24,116,1
2024-06-17,SKU_24,114,0
2024-06-18,SKU_24,114,0
2024-06-19,SKU_24,96,1
2024-06-20,SKU_24,94,1
2024-06-21,SKU_24,110,0
2024-06-22,SKU_24,105,1
2024-06-23,SKU_24,109,1
2024-06-24,SKU_24,118,0
2024-06-25,SKU_24,110,0
2024-06-26,SKU_24,104,0
2024-06-27,SKU_24,121,0
2024-06-28,SKU_24,91,0
2024-06-29,SKU_24,104,1
2024-06-30,SKU_24,106,0
2024-07-01,SKU_24,98,0
2024-07-02,SKU_24,107,0
2024-07-03,SKU_24,109,1
2024-07-04,SKU_24,86,1
2024-07-05,SKU_24,89,1
2024-07-06,SKU_24,95,1
2024-07-07,SKU_24,101,1
2024-07-08,SKU_24,86,1
2024-07-09,SKU_24,92,1
2024-07-10,SKU_24,91,0
2024-07-11,SKU_24,101,1
2024-07-12,SKU_24,90,0
2024-07-13,SKU_24,86,1
2024-07-14,SKU_24,101,1
2024-07-15,SKU_24,71,0
2024-07-16,SKU_24,91,1
2024-07-17,SKU_24,66,0
2024-07-18,SKU_24,76,0
2024-07-19,SKU_24,68,0
2024-07-20,SKU_24,75,0
2024-07-21,SKU_24,73,1
2024-07-22,SKU_24,99,0
2024-07-23,SKU_24,62,0
2024-07-24,SKU_24,76,0
2024-07-25,SKU_24,85,1
2024-07-26,SKU_24,99,1
2024-07-27,SKU_24,87,0
2024-07-28,SKU_24,58,0
2024-07-29,SKU_24,76,0
2024-07-30,SKU_24,98,0
2024-07-31,SKU_24,68,0
2024-08-01,SKU_24,62,0
2024-08-02,SKU_24,88,0
2024-08-03,SKU_24,71,1
2024-08-04,SKU_24,56,0
2024-08-05,SKU_24,93,0
2024-08-06,SKU_24,87,0
2024-08-07,SKU_24,65,1
2024-08-08,SKU_24,79,0
2024-08-09,SKU_24,61,0
2024-08-10,SKU_24,75,1
2024-08-11,SKU_24,60,0
2024-08-12,SKU_24,82,1
2024-08-13,SKU_24,64,1
2024-08-14,SKU_24,64,0
2024-08-15,SKU_24,56,0
2024-08-16,SKU_24,75,0
2024-08-17,SKU_24,66,0
2024-08-18,SKU_24,63,1
2024-08-19,SKU_24,39,0
2024-08-20,SKU_24,53,1
2024-08-21,SKU_24,72,1
2024-08-22,SKU_24,55,0
2024-08-23,SKU_24,63,1
2024-08-24,SKU_24,70,0
2024-08-25,SKU_24,72,0
2024-08-26,SKU_24,32,1
2024-08-27,SKU_24,47,0
2024-08-28,SKU_24,50,0
2024-08-29,SKU_24,63,1
2024-08-30,SKU_24,67,0
2024-08-31,SKU_24,62,0
2024-09-01,SKU_24,57,0
2024-09-02,SKU_24,54,1
2024-09-03,SKU_24,38,1
2024-09-04,SKU_24,35,0
2024-09-05,SKU_24,69,1
2024-09-06,SKU_24,32,0
2024-09-07,SKU_24,54,0
2024-09-08,SKU_24,45,1
2024-09-09,SKU_24,45,0
2024-09-10,SKU_24,68,1
2024-09-11,SKU_24,50,0
2024-09-12,SKU_24,46,0
2024-09-13,SKU_24,65,1
2024-09-14,SKU_24,50,0
2024-09-15,SKU_24,31,0
2024-09-16,SKU_24,62,1
2024-09-17,SKU_24,39,0
2024-09-18,SKU_24,47,0
2024-09-19,SKU_24,58,0
2024-09-20,SKU_24,56,0
2024-09-21,SKU_24,38,1
2024-09-22,SKU_24,44,1
2024-09-23,SKU_24,52,1
2024-09-24,SKU_24,56,0
2024-09-25,SKU_24,58,1
2024-09-26,SKU_24,49,0
2024-09-27,SKU_24,52,0
2024-09-28,SKU_24,44,0
2024-09-29,SKU_24,41,0
2024-09-30,SKU_24,54,0
2024-10-01,SKU_24,53,0
2024-10-02,SKU_24,44,1
2024-10-03,SKU_24,46,1
2024-10-04,SKU_24,51,1
2024-10-05,SKU_24,60,0
2024-10-06,SKU_24,51,1
2024-10-07,SKU_24,45,0
2024-10-08,SKU_24,54,1
2024-10-09,SKU_24,51,0
2024-10-10,SKU_24,56,1
2024-10-11,SKU_24,34,0
2024-10-12,SKU_24,46,0
2024-10-13,SKU_24,66,1
2024-10-14,SKU_24,51,0
2024-10-15,SKU_24,57,0
2024-10-16,SKU_24,63,0
2024-10-17,SKU_24,65,0
2024-10-18,SKU_24,51,0
2024-10-19,SKU_24,29,0
2024-10-20,SKU_24,50,0
2024-10-21,SKU_24,73,1
2024-10-22,SKU_24,42,0
2024-10-23,SKU_24,66,1
2024-10-24,SKU_24,41,0
2024-10-25,SKU_24,50,0
2024-10-26,SKU_24,54,0
2024-10-27,SKU_24,54,0
2024-10-28,SKU_24,59,0
2024-10-29,SKU_24,47,0
2024-10-30,SKU_24,86,0
2024-10-31,SKU_24,40,0
2024-11-01,SKU_24,56,1
2024-11-02,SKU_24,64,0
2024-11-03,SKU_24,63,0
2024-11-04,SKU_24,36,0
2024-11-05,SKU_24,57,0
2024-11-06,SKU_24,66,1
2024-11-07,SKU_24,75,0
2024-11-08,SKU_24,57,0
2024-11-09,SKU_24,66,0
2024-11-10,SKU_24,79,0
2024-11-11,SKU_24,56,1
2024-11-12,SKU_24,57,1
2024-11-13,SKU_24,78,0
2024-11-14,SKU_24,48,0
2024-11-15,SKU_24,66,0
2024-11-16,SKU_24,60,0
2024-11-17,SKU_24,76,1
2024-11-18,SKU_24,64,0
2024-11-19,SKU_24,71,1
2024-11-20,SKU_24,66,1
2024-11-21,SKU_24,78,0
2024-11-22,SKU_24,73,0
2024-11-23,SKU_24,84,1
2024-11-24,SKU_24,57,1
2024-11-25,SKU_24,71,1
2024-11-26,SKU_24,67,0
2024-11-27,SKU_24,68,0
2024-11-28,SKU_24,72,1
2024-11-29,SKU_24,92,1
2024-11-30,SKU_24,76,0
2024-12-01,SKU_24,61,0
2024-12-02,SKU_24,81,0
2024-12-03,SKU_24,77,1
2024-12-04,SKU_24,72,0
2024-12-05,SKU_24,81,0
2024-12-06,SKU_24,69,1
2024-12-07,SKU_24,83,1
2024-12-08,SKU_24,77,0
2024-12-09,SKU_24,101,1
2024-12-10,SKU_24,72,1
2024-12-11,SKU_24,55,0
2024-12-12,SKU_24,85,1
2024-12-13,SKU_24,83,0
2024-12-14,SKU_24,73,0
2024-12-15,SKU_24,115,0
2024-12-16,SKU_24,84,0
2024-12-17,SKU_24,92,0
2024-12-18,SKU_24,105,0
2024-12-19,SKU_24,86,0
2024-12-20,SKU_24,103,1
2024-12-21,SKU_24,117,1
2024-12-22,SKU_24,83,0
2024-12-23,SKU_24,98,0
2024-12-24,SKU_24,75,0
2024-12-25,SKU_24,78,0
2024-12-26,SKU_24,82,0
2024-12-27,SKU_24,89,0
2024-12-28,SKU_24,92,0
2024-12-29,SKU_24,113,0
2024-12-30,SKU_24,106,0
2024-01-01,SKU_25,121,1
2024-01-02,SKU_25,91,0
2024-01-03,SKU_25,89,0
2024-01-04,SKU_25,121,0
2024-01-05,SKU_25,103,0
2024-01-06,SKU_25,99,0
2024-01-07,SKU_25,106,0
2024-01-08,SKU_25,92,0
2024-01-09,SKU_25,123,1
2024-01-10,SKU_25,124,0
2024-01-11,SKU_25,115,0
2024-01-12,SKU_25,127,1
2024-01-13,SKU_25,107,0
2024-01-14,SKU_25,113,0
2024-01-15,SKU_25,134,0
2024-01-16,SKU_25,107,1
2024-01-17,SKU_25,111,1
2024-01-18,SKU_25,107,0
2024-01-19,SKU_25,118,0
2024-01-20,SKU_25,123,1
2024-01-21,SKU_25,127,0
2024-01-22,SKU_25,126,1
